job_id,company_id,title,role,location,work_type,salary_min,salary_max,posting_date,skills_required
J00412,C0039,Advertising account planner,Video editor,West Andrewview,Full-time,51409,143173,2025-02-12,"Management,SQL,Python"
J00413,C0072,Environmental health practitioner,Records manager,West Luisland,Internship,42948,144187,2025-03-11,"Data Analysis,Communication"
J00414,C0009,Community arts worker,Tourist information centre manager,East Amanda,Part-time,43967,117212,2025-07-28,"Design,Data Analysis,SQL"
J00415,C0001,Production engineer,"Scientist, physiological",Paulview,Part-time,40594,72279,2025-01-21,"Design,Data Analysis"
J00416,C0054,Horticultural therapist,"Psychotherapist, child",Warrenborough,Internship,41622,143628,2025-05-16,"Python,Communication"
J00417,C0067,"Scientist, research (physical sciences)",Logistics and distribution manager,Johnview,Internship,37824,102510,2025-07-20,"Java,SQL,Data Analysis,Marketing"
J00418,C0042,Plant breeder/geneticist,Geophysicist/field seismologist,Lunashire,Internship,48361,74245,2025-07-21,"Cloud Computing,Python"
J00419,C0092,Field seismologist,Higher education lecturer,Adrianland,Full-time,30656,107551,2025-08-02,"Machine Learning,Communication"
J00420,C0027,"Engineer, manufacturing",Medical physicist,Duncanstad,Full-time,62080,149965,2025-07-29,"Data Analysis,C++"
J00421,C0058,Chartered management accountant,"Surveyor, hydrographic",Stephenland,Internship,59988,70380,2025-02-02,"Machine Learning,Data Analysis,Marketing"
J00422,C0016,Public house manager,"Engineer, site",West Bradleybury,Part-time,56297,108044,2025-02-13,"Python,Java,Communication"
J00423,C0001,"Teacher, early years/pre",Hospital doctor,Lake Victoria,Part-time,37080,98497,2025-04-08,"SQL,Python,Java"
J00424,C0088,Insurance risk surveyor,Armed forces technical officer,New Dawn,Full-time,59523,102512,2025-07-24,"Management,Marketing,Java,Design"
J00425,C0012,"Surveyor, building","Research officer, trade union",Nancytown,Part-time,60243,71889,2025-06-02,"Management,AI,C++,Data Analysis,Communication"
J00426,C0059,Prison officer,"Production assistant, radio",Nicoleshire,Internship,47669,101794,2025-08-15,"Data Analysis,SQL,Machine Learning,C++"
J00427,C0032,"Therapist, horticultural",Set designer,Port Josephhaven,Part-time,52146,105949,2025-02-04,"Cloud Computing,Communication"
J00428,C0078,Electronics engineer,Oncologist,North Adammouth,Part-time,58429,114430,2025-05-27,"SQL,Data Analysis"
J00429,C0061,Social worker,"Pharmacist, community",Saramouth,Part-time,38656,123438,2025-04-23,"Marketing,Data Analysis,Communication,Cloud Computing"
J00430,C0024,Public house manager,"Chemist, analytical",Stokesfurt,Part-time,58444,108971,2025-05-20,"SQL,Communication"
J00431,C0067,"Investment banker, corporate","Pharmacist, hospital",Jacobshire,Full-time,34595,75046,2025-07-26,"Management,SQL"
J00432,C0017,"Biochemist, clinical",Illustrator,Brandimouth,Internship,49391,138493,2025-06-16,"C++,Data Analysis,SQL"
J00433,C0051,Regulatory affairs officer,"Doctor, general practice",Molinachester,Full-time,52346,129838,2025-01-03,"Management,Python,Communication,SQL"
J00434,C0034,"Accountant, chartered",Higher education lecturer,West Julie,Full-time,33658,148191,2025-06-29,"C++,Communication,AI,Data Analysis,Management"
J00435,C0064,Publishing rights manager,"Sound technician, broadcasting/film/video",Marcview,Part-time,38208,98629,2025-07-11,"Java,Machine Learning,Management,Python"
J00436,C0078,"Engineer, energy","Nurse, mental health",Christyville,Full-time,53114,101211,2025-02-17,"Cloud Computing,Marketing,Design"
J00437,C0089,"Surveyor, commercial/residential",Warehouse manager,West James,Internship,59801,135078,2025-01-26,"C++,Data Analysis"
J00438,C0006,Chief Technology Officer,Interior and spatial designer,Reynoldston,Full-time,36857,125747,2025-01-08,"Marketing,Management,Java"
J00439,C0017,Chartered public finance accountant,"Psychologist, counselling",Combsside,Internship,63151,141807,2025-04-12,"Java,AI"
J00440,C0029,Human resources officer,Heritage manager,Smithburgh,Internship,57175,90820,2025-02-22,"Communication,Machine Learning"
J00441,C0029,Operations geologist,Solicitor,Smithchester,Full-time,44923,136052,2025-03-24,"SQL,Cloud Computing,Java"
J00442,C0049,"Engineer, communications",Best boy,South Meganchester,Full-time,44665,109986,2025-08-02,"Communication,Management,SQL"
J00443,C0007,Town planner,Clinical cytogeneticist,Boydburgh,Internship,42619,144843,2025-08-01,"Machine Learning,Design,Java"
J00444,C0032,Fitness centre manager,Museum/gallery exhibitions officer,Vincentfurt,Full-time,61223,139657,2025-02-18,"C++,SQL"
J00445,C0046,Radiation protection practitioner,Photographer,Mccoyside,Internship,64850,143491,2025-02-26,"Java,AI,Data Analysis"
J00446,C0082,Fashion designer,Cabin crew,Andrewfort,Internship,43851,100483,2025-01-03,"Communication,Data Analysis,Python,Machine Learning"
J00447,C0014,Chartered management accountant,Firefighter,Sweeneyburgh,Internship,61078,130606,2025-06-10,"SQL,Marketing,AI,Cloud Computing,Machine Learning"
J00448,C0033,Arts administrator,Corporate treasurer,East Stevenside,Full-time,40710,130545,2025-08-07,"Python,SQL,Management,Machine Learning,Communication"
J00449,C0008,Writer,Engineering geologist,New Davidview,Part-time,51642,80446,2025-01-18,"AI,Java,Marketing,Design"
J00450,C0048,Broadcast presenter,"Psychologist, counselling",East Jessica,Part-time,56003,105729,2025-05-26,"AI,Python,Cloud Computing"
J00451,C0069,Television floor manager,Legal secretary,Taylormouth,Full-time,56657,91287,2025-04-29,"Communication,Java,Python,SQL,Data Analysis"
J00452,C0034,Contracting civil engineer,Soil scientist,Brownborough,Part-time,69733,94259,2025-05-24,"AI,C++,Marketing"
J00453,C0058,"Nurse, adult",Housing manager/officer,Clarkfurt,Internship,46108,98626,2025-05-01,"Management,Machine Learning,Communication,Design"
J00454,C0002,"Psychologist, forensic","Presenter, broadcasting",Mcclureburgh,Internship,47977,144967,2025-07-21,"Java,Python,SQL,C++,Machine Learning"
J00455,C0014,Transport planner,Technical sales engineer,New Hayley,Full-time,66801,122369,2025-03-17,"Python,Machine Learning,Marketing,Java"
J00456,C0014,Chief Executive Officer,"Administrator, local government",Lake Elizabethburgh,Internship,53960,148522,2025-01-18,"Design,AI,Java,Communication,Machine Learning"
J00457,C0020,Chief Operating Officer,Computer games developer,South Derekstad,Internship,54693,125477,2025-01-09,"Marketing,C++"
J00458,C0044,Community education officer,Aid worker,Newmanberg,Full-time,46401,92256,2025-08-10,"SQL,Java,Marketing"
J00459,C0025,Psychotherapist,Maintenance engineer,New Benjaminburgh,Full-time,43707,134876,2025-05-30,"Design,Management,Marketing"
J00460,C0007,"Teacher, English as a foreign language",Charity officer,South Brandi,Part-time,36455,139437,2025-03-20,"Marketing,Java,Communication,SQL"
J00461,C0063,Politician's assistant,"Administrator, local government",Melendezview,Full-time,43085,77553,2025-03-29,"AI,Python"
J00462,C0002,"Development worker, international aid","Engineer, structural",Clarkfort,Part-time,44439,132505,2025-02-07,"AI,Machine Learning,Management,Cloud Computing"
J00463,C0034,Proofreader,Management consultant,Jessicashire,Part-time,45909,138826,2025-08-01,"Java,Communication,Marketing"
J00464,C0098,Tax inspector,Press sub,Jennifershire,Internship,43140,96348,2025-07-31,"Machine Learning,Communication"
J00465,C0077,Planning and development surveyor,"Biochemist, clinical",New William,Internship,30938,108861,2025-02-11,"C++,Python,Cloud Computing,AI"
J00466,C0043,Drilling engineer,Health service manager,North Richard,Internship,35183,125833,2025-07-18,"Java,Cloud Computing,Marketing,Communication,C++"
J00467,C0082,Company secretary,Textile designer,North Briannamouth,Part-time,35686,104037,2025-05-24,"SQL,Cloud Computing,C++,Data Analysis"
J00468,C0021,"Engineer, aeronautical",General practice doctor,Wellsview,Part-time,51255,76135,2025-04-09,"Python,AI,Communication,Design,C++"
J00469,C0067,Risk manager,Education administrator,East Paulhaven,Part-time,56976,148149,2025-01-04,"Marketing,Design,Management,Machine Learning,Python"
J00470,C0043,Advertising copywriter,"Programmer, systems",East Timothyview,Full-time,45258,109663,2025-04-10,"Python,AI,Data Analysis,Communication,Cloud Computing"
J00471,C0070,Building surveyor,"Engineer, technical sales",Aprilberg,Internship,48559,111313,2025-07-15,"Data Analysis,C++,Machine Learning,Design,Java"
J00472,C0088,"Teacher, early years/pre",Retail buyer,North Patriciaton,Part-time,65265,110645,2025-07-22,"Design,Data Analysis,Python"
J00473,C0052,Accommodation manager,Publishing rights manager,East Richard,Internship,45701,78853,2025-07-28,"Data Analysis,SQL"
J00474,C0098,Medical secretary,Waste management officer,Harriston,Part-time,60583,91683,2025-02-06,"Java,Data Analysis,AI"
J00475,C0091,Chartered loss adjuster,"Producer, radio",Lake Vincentton,Full-time,55995,78791,2025-03-30,"Machine Learning,Java,Marketing,C++,AI"
J00476,C0093,"Conservator, furniture",Music tutor,Bonniefort,Full-time,62691,99146,2025-05-02,"Management,Communication,Design,Marketing,Python"
J00477,C0087,Financial controller,Civil Service administrator,West Charleschester,Part-time,44688,103661,2025-03-19,"Management,Data Analysis"
J00478,C0035,Geochemist,Architectural technologist,Donaldborough,Internship,38735,102985,2025-01-22,"Machine Learning,Design,SQL,C++,Marketing"
J00479,C0089,Hydrographic surveyor,Glass blower/designer,Collinsburgh,Internship,32573,96146,2025-04-25,"Design,Machine Learning,SQL,Communication"
J00480,C0009,"Surveyor, building",Counsellor,South Aimee,Internship,66473,134816,2025-02-22,"AI,Design,Data Analysis"
J00481,C0047,Art gallery manager,"Therapist, art",Benjaminberg,Full-time,51246,80657,2025-01-05,"Management,C++,Communication"
J00482,C0051,Interpreter,"Conservator, furniture",Stoneland,Internship,38977,139705,2025-03-22,"C++,Java,Communication,SQL,Marketing"
J00483,C0029,Immigration officer,Musician,Collierside,Internship,67030,81527,2025-06-17,"Management,C++,AI,Communication"
J00484,C0043,Cytogeneticist,"Journalist, newspaper",Patrickfurt,Part-time,68691,102821,2025-01-29,"Marketing,Design,Machine Learning,Management,Cloud Computing"
J00485,C0009,Race relations officer,Claims inspector/assessor,Deborahburgh,Full-time,45635,73453,2025-01-31,"Machine Learning,SQL,C++,Data Analysis,Cloud Computing"
J00486,C0030,"Programmer, multimedia",Music therapist,Curtisland,Internship,36523,147079,2025-02-09,"Python,SQL,Data Analysis,Machine Learning"
J00487,C0059,Youth worker,Agricultural engineer,Amymouth,Full-time,60035,128350,2025-05-30,"Design,C++,Python,Cloud Computing"
J00488,C0022,"Conservation officer, nature","Psychologist, counselling",South Carlos,Full-time,49056,125683,2025-05-14,"Java,Design,C++,Communication,SQL"
J00489,C0011,Animator,Leisure centre manager,North Calvinside,Part-time,49532,111684,2025-07-23,"AI,Marketing,SQL,Cloud Computing,Communication"
J00490,C0023,Phytotherapist,Manufacturing systems engineer,Brandonberg,Internship,60160,93981,2025-05-30,"Cloud Computing,Python,Java"
J00491,C0064,Theatre director,"Copywriter, advertising",West Markmouth,Internship,41156,73954,2025-05-28,"SQL,Cloud Computing,Python,Data Analysis"
J00492,C0089,Electrical engineer,Sports development officer,Wilsonbury,Part-time,47189,106258,2025-01-17,"Design,C++,Marketing,Data Analysis,SQL"
J00493,C0070,"Surveyor, insurance",Tree surgeon,Martinville,Part-time,65077,112641,2025-04-12,"Java,Data Analysis,Design,Machine Learning,Management"
J00494,C0017,Hydrogeologist,Teaching laboratory technician,Dylanside,Part-time,36319,123037,2025-07-22,"Data Analysis,Communication,Java,Python"
J00495,C0037,Technical author,"Conservator, museum/gallery",New Rebeccaborough,Internship,31187,70008,2025-05-29,"SQL,Java,Data Analysis,Marketing"
J00496,C0005,"Presenter, broadcasting",Holiday representative,Donnaport,Internship,62769,82984,2025-03-20,"Data Analysis,Machine Learning,Design,C++"
J00497,C0086,Advice worker,"Journalist, broadcasting",East Kellyfurt,Part-time,47301,86865,2025-01-05,"Machine Learning,Python,AI,Cloud Computing"
J00498,C0088,"Surveyor, building control","Administrator, charities/voluntary organisations",East Craig,Part-time,63288,103936,2025-01-15,"Management,Java"
J00499,C0022,Event organiser,Occupational therapist,Lake Heatherborough,Part-time,31013,96574,2025-06-01,"Python,Marketing,Data Analysis,AI,Communication"
J00500,C0012,Careers information officer,"Editor, commissioning",Lake Mckenziefort,Part-time,69443,86853,2025-02-07,"Java,Data Analysis,Marketing,AI"
